ID,Created,Name,Description,Playlist URL
04094e04734c44a1be6d8a7a45fcc63d,2023-02-04T16:00:48Z,Song you just heard recently and were like “whoa this is cool” and now you’re excited to share,Can be a song you’ve never heard of or a song maybe everyone’s heard and you for some reason just recently heard it for the first time and loved it.,https://open.spotify.com/playlist/4Nr9uV7fekOTtujuAzTXx2
2ff1accecd7b4628985ec29b605d8f69,2023-02-05T03:09:02Z,A GOOD remix ,A remix that is GOOD and not bad,https://open.spotify.com/playlist/2E7nrDEmJAYMNYkHgsOEnA
7658c619d1e3482aa3074fd1f6e52a15,2023-02-08T15:23:42Z,Song you’ve always secretly wanted to sing at karaoke but never have   ,,https://open.spotify.com/playlist/3y0vvoGRfoqIHNcx4lTaxl
3018677c19a84fb0916a078c6df6d98c,2023-02-10T19:45:15Z,Fun size round 2 - funner size,Songs must be under 90.99999999999999 seconds,https://open.spotify.com/playlist/6lMTXVCsdmh95l6xUYwFv9
493c894023e44b6ab3ba3f121f32af23,2023-02-12T03:47:32Z,"Goofy act, but this is a jam",Bands or artists that are kind of jokey but not like full-on Weird Al parody songs please. And the song should be a total jam!,https://open.spotify.com/playlist/2UdvkhasKq0VAw38HzcUZ6
2998075356e04b13897c7807f42d45c3,2023-02-12T17:32:27Z,"Songs that make you cry but No Radiohead, No Deathcab and affiliates, No boygenius and affiliates, No Smiths, No Elliott Smith",,https://open.spotify.com/playlist/5lqsn7g3ZgYwOwK2Kg3lyD
0caec47b9137424e84b9dece082a7a25,2023-02-12T17:32:27Z,Unlikely collaborations that work surprisingly well,,https://open.spotify.com/playlist/5l8ZgSzMINZqGXF2gU1Cae
8daeacf8bf19454f8445f65d802823e4,2023-02-15T03:26:42Z,Song You Wish You Could Go Back In Time And Claim It Yourself,"In a novel approach to a time machine, you're not using it to kill baby Hitler.",https://open.spotify.com/playlist/097rjwtNebkKfAhmVDsq2t
acf00ac245e04e85b31a5aff983780a8,2023-02-15T03:26:42Z,A great song from a genre you usually can’t stand,,https://open.spotify.com/playlist/1FemZDzOwbVs0G28QVNCf3
454d80c0937e4b23a97b9d9405a6804a,2023-02-15T19:45:17Z,"“Perhaps you haven’t heard of them, but if you have that’s totally cool too”","Under 1,000 Listeners, and no other stipulations. (If you happen to have heard them, it's okay to vote for them.)",https://open.spotify.com/playlist/4a39X5VolIFgEFhrJGsSmE
